"id","title","author","publisher","price","availability","genre","createdAt","updatedAt","imageUrl"
4974,"The Love Letter","Cathleen Schine","Signet Book","29.99",10,"General","2025-09-08T08:05:28.102Z","2025-09-08T08:05:28.102Z","http://images.amazon.com/images/P/0451188470.01.LZZZZZZZ.jpg"
4975,"Blue Angel","Francine Prose","HarperCollins Publishers","29.99",10,"General","2025-09-08T08:05:28.105Z","2025-09-08T08:05:28.105Z","http://images.amazon.com/images/P/006019541X.01.LZZZZZZZ.jpg"
4976,"The Edge of Town","Dorothy Garlock","Warner Books","29.99",10,"General","2025-09-08T08:05:28.109Z","2025-09-08T08:05:28.109Z","http://images.amazon.com/images/P/0446527696.01.LZZZZZZZ.jpg"
4977,"Getting Back","William Dietrich","Warner Books","29.99",10,"General","2025-09-08T08:05:28.112Z","2025-09-08T08:05:28.112Z","http://images.amazon.com/images/P/0446609749.01.LZZZZZZZ.jpg"
4978,"Blessings","ANNA QUINDLEN","Random House","29.99",10,"General","2025-09-08T08:05:28.114Z","2025-09-08T08:05:28.114Z","http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg"
4979,"Shell Seekers","Rosamunde Pilcher","Dell","29.99",10,"General","2025-09-08T08:05:28.117Z","2025-09-08T08:05:28.117Z","http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg"
4980,"The Elfstones of Shannara","Terry Brooks","Ballantine Books","29.99",10,"General","2025-09-08T08:05:28.119Z","2025-09-08T08:05:28.119Z","http://images.amazon.com/images/P/0345285557.01.LZZZZZZZ.jpg"
4981,"House of Illusions","Ruby Jensen","Zebra Books","29.99",10,"General","2025-09-08T08:05:28.122Z","2025-09-08T08:05:28.122Z","http://images.amazon.com/images/P/0821723243.01.LZZZZZZZ.jpg"
4982,"Seeing Calvin Coolidge in a Dream : A Novel","John Derbyshire","St. Martin's Griffin","29.99",10,"General","2025-09-08T08:05:28.124Z","2025-09-08T08:05:28.124Z","http://images.amazon.com/images/P/0312156499.01.LZZZZZZZ.jpg"
4983,"The Heart of Understanding: Commentaries on the Prajnaparamita Heart Sutra","Thich Nhat Hanh","Parallax Press","29.99",10,"General","2025-09-08T08:05:28.127Z","2025-09-08T08:05:28.127Z","http://images.amazon.com/images/P/0938077112.01.LZZZZZZZ.jpg"
4984,"Boy in the Water","Stephen Dobyns","St. Martin's Paperbacks","29.99",10,"General","2025-09-08T08:05:28.130Z","2025-09-08T08:05:28.130Z","http://images.amazon.com/images/P/0312975228.01.LZZZZZZZ.jpg"
4985,"Maniac Magee","Jerry Spinelli","Scholastic Inc","29.99",10,"General","2025-09-08T08:05:28.133Z","2025-09-08T08:05:28.133Z","http://images.amazon.com/images/P/0590452037.01.LZZZZZZZ.jpg"
4986,"A Case of Need","Michael Crichton","Signet Book","29.99",10,"General","2025-09-08T08:05:28.136Z","2025-09-08T08:05:28.136Z","http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg"
4987,"Unwanted Company","Barbara Seranella","Avon Books","29.99",10,"General","2025-09-08T08:05:28.138Z","2025-09-08T08:05:28.138Z","http://images.amazon.com/images/P/0061097268.01.LZZZZZZZ.jpg"
4988,"Darkness Peering","Alice Blanchard","Bantam Dell Pub Group","29.99",10,"General","2025-09-08T08:05:28.141Z","2025-09-08T08:05:28.141Z","http://images.amazon.com/images/P/0553111531.01.LZZZZZZZ.jpg"
4989,"Pokemon the First Movie: Mewtwo Strikes Back (Pokemon Movie)","Tracey West","Scholastic","29.99",10,"General","2025-09-08T08:05:28.143Z","2025-09-08T08:05:28.143Z","http://images.amazon.com/images/P/0439137411.01.LZZZZZZZ.jpg"
4990,"Mary Queen of Scotland &amp; The Isles : A Novel","Margaret George","St. Martin's Griffin","29.99",10,"General","2025-09-08T08:05:28.146Z","2025-09-08T08:05:28.146Z","http://images.amazon.com/images/P/0312155859.01.LZZZZZZZ.jpg"
4991,"Without Due Process","J.A. Jance","Avon","29.99",10,"General","2025-09-08T08:05:28.149Z","2025-09-08T08:05:28.149Z","http://images.amazon.com/images/P/0380758377.01.LZZZZZZZ.jpg"
4992,"Death Row","WILLIAM BERNHARDT","Fawcett Books","29.99",10,"General","2025-09-08T08:05:28.151Z","2025-09-08T08:05:28.151Z","http://images.amazon.com/images/P/0345441761.01.LZZZZZZZ.jpg"
4993,"Blow Fly: A Scarpetta Novel","Patricia Cornwell","Putnam Publishing Group","29.99",10,"General","2025-09-08T08:05:28.155Z","2025-09-08T08:05:28.155Z","http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg"
4994,"About Schmidt (Ballantine Reader's Circle)","Louis Begley","Ballantine Books","29.99",10,"General","2025-09-08T08:05:28.158Z","2025-09-08T08:05:28.158Z","http://images.amazon.com/images/P/0449911160.01.LZZZZZZZ.jpg"
4995,"The Enchanted April","Elizabeth von Arnim","Pocket","29.99",10,"General","2025-09-08T08:05:28.163Z","2025-09-08T08:05:28.163Z","http://images.amazon.com/images/P/0671868640.01.LZZZZZZZ.jpg"
4996,"The Mother Hunt (Rex Stout Library)","Rex Stout","Bantam","29.99",10,"General","2025-09-08T08:05:28.166Z","2025-09-08T08:05:28.166Z","http://images.amazon.com/images/P/0553247379.01.LZZZZZZZ.jpg"
4997,"Strong Poison","Dorothy L. Sayers","HarperTorch","29.99",10,"General","2025-09-08T08:05:28.169Z","2025-09-08T08:05:28.169Z","http://images.amazon.com/images/P/0061043508.01.LZZZZZZZ.jpg"
4998,"The Bad Girl's Guide to Getting What You Want","Cameron Tuttle","Chronicle Books","29.99",10,"General","2025-09-08T08:05:28.171Z","2025-09-08T08:05:28.171Z","http://images.amazon.com/images/P/0811828964.01.LZZZZZZZ.jpg"
4999,"A Matter of Honor","Jeffrey Archer","Simon &amp; Schuster","29.99",10,"General","2025-09-08T08:05:28.174Z","2025-09-08T08:05:28.174Z","http://images.amazon.com/images/P/0671624342.01.LZZZZZZZ.jpg"
5000,"Black Water","T. Jefferson Parker","Hyperion","29.99",10,"General","2025-09-08T08:05:28.176Z","2025-09-08T08:05:28.176Z","http://images.amazon.com/images/P/0786890169.01.LZZZZZZZ.jpg"
5001,"Gap Creek: The Story of a Marriage","Robert Morgan","Touchstone","29.99",10,"General","2025-09-08T08:05:28.179Z","2025-09-08T08:05:28.179Z","http://images.amazon.com/images/P/074322535X.01.LZZZZZZZ.jpg"
5002,"Fire Ice: A Novel from the NUMA Files","Clive Cussler","Putnam Publishing Group","29.99",10,"General","2025-09-08T08:05:28.181Z","2025-09-08T08:05:28.181Z","http://images.amazon.com/images/P/0399148728.01.LZZZZZZZ.jpg"
5003,"Great Eastern RV Trips: A Year-Round Guide to the Best Rving in the East","Janet  Groene","International Marine/Ragged Mountain Press","29.99",10,"General","2025-09-08T08:05:28.185Z","2025-09-08T08:05:28.185Z","http://images.amazon.com/images/P/0071349294.01.LZZZZZZZ.jpg"
5004,"Swell Foop (Xanth Novels (Hardcover))","Piers Anthony","Tor Books","29.99",10,"General","2025-09-08T08:05:28.187Z","2025-09-08T08:05:28.187Z","http://images.amazon.com/images/P/0312869061.01.LZZZZZZZ.jpg"
5005,"Matchstick Men : A Novel About Grifters with Issues","ERIC GARCIA","Random House Trade Paperbacks","29.99",10,"General","2025-09-08T08:05:28.189Z","2025-09-08T08:05:28.189Z","http://images.amazon.com/images/P/0812968212.01.LZZZZZZZ.jpg"
5006,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)","Robert Ludlum","St. Martin's Press","29.99",10,"General","2025-09-08T08:05:28.192Z","2025-09-08T08:05:28.192Z","http://images.amazon.com/images/P/0312264372.01.LZZZZZZZ.jpg"
5007,"Death du Jour","Kathy Reichs","Scribner","29.99",10,"General","2025-09-08T08:05:28.194Z","2025-09-08T08:05:28.194Z","http://images.amazon.com/images/P/0684841185.01.LZZZZZZZ.jpg"
5008,"Chill Factor (Detective Inspector Charlie Priest Mystery)","Stuart Pawson","Allison &amp; Busby","29.99",10,"General","2025-09-08T08:05:28.197Z","2025-09-08T08:05:28.197Z","http://images.amazon.com/images/P/0749005491.01.LZZZZZZZ.jpg"
5009,"Casual Rex: A Novel","Eric Garcia","Villard Books","29.99",10,"General","2025-09-08T08:05:28.199Z","2025-09-08T08:05:28.199Z","http://images.amazon.com/images/P/0679463070.01.LZZZZZZZ.jpg"
5010,"Getting What You Want: The 7 Principles of Rational Living","Robert J. Ringer","Putnam Publishing Group","29.99",10,"General","2025-09-08T08:05:28.202Z","2025-09-08T08:05:28.202Z","http://images.amazon.com/images/P/0399146865.01.LZZZZZZZ.jpg"
5011,"Elixir","Gary Braver","St Martins Pr","29.99",10,"General","2025-09-08T08:05:28.206Z","2025-09-08T08:05:28.206Z","http://images.amazon.com/images/P/0312873085.01.LZZZZZZZ.jpg"
5012,"A Lifetime of Sex: The Ultimate Manual on Sex, Women, and Relationships for Every Stage of a Man's Life","Stephen C. George","Rodale Press","29.99",10,"General","2025-09-08T08:05:28.209Z","2025-09-08T08:05:28.209Z","http://images.amazon.com/images/P/0875964249.01.LZZZZZZZ.jpg"
5013,"The Complete Illustrated Guide to Everything Sold in Hardware Stores","Steve Ettlinger","John Wiley &amp; Sons","29.99",10,"General","2025-09-08T08:05:28.214Z","2025-09-08T08:05:28.214Z","http://images.amazon.com/images/P/0028625757.01.LZZZZZZZ.jpg"
5014,"Perish Twice","Robert B. Parker","Putnam Publishing Group","29.99",10,"General","2025-09-08T08:05:28.218Z","2025-09-08T08:05:28.218Z","http://images.amazon.com/images/P/0399146687.01.LZZZZZZZ.jpg"
5015,"Last Puzzle &amp; Testament","Parnell Hall","Bantam Books","29.99",10,"General","2025-09-08T08:05:28.221Z","2025-09-08T08:05:28.221Z","http://images.amazon.com/images/P/055380099X.01.LZZZZZZZ.jpg"
5016,"Pop Goes the Weasel","James Patterson","Replica Books","29.99",10,"General","2025-09-08T08:05:28.223Z","2025-09-08T08:05:28.223Z","http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg"
5017,"Math Curse","Jon Scieszka","Viking Books","29.99",10,"General","2025-09-08T08:05:28.226Z","2025-09-08T08:05:28.226Z","http://images.amazon.com/images/P/0670861944.01.LZZZZZZZ.jpg"
5018,"Running Blind","Lee Child","Putnam Publishing Group","29.99",10,"General","2025-09-08T08:05:28.228Z","2025-09-08T08:05:28.228Z","http://images.amazon.com/images/P/0399146237.01.LZZZZZZZ.jpg"
5019,"Terminal Event : A Novel","James S Thayer","Simon &amp; Schuster","29.99",10,"General","2025-09-08T08:05:28.231Z","2025-09-08T08:05:28.231Z","http://images.amazon.com/images/P/0684842106.01.LZZZZZZZ.jpg"
5020,"Eleanor: Crown Jewel of Aquitaine, France, 1136 (The Royal Diaries)","Kristiana Gregory","Scholastic","29.99",10,"General","2025-09-08T08:05:28.233Z","2025-09-08T08:05:28.233Z","http://images.amazon.com/images/P/0439164842.01.LZZZZZZZ.jpg"
5021,"The Tennis Partner","A. Verghese","HarperCollins Publishers","29.99",10,"General","2025-09-08T08:05:28.236Z","2025-09-08T08:05:28.236Z","http://images.amazon.com/images/P/0060174056.01.LZZZZZZZ.jpg"
5022,"Hidden Star (The Star Series)","Nora Roberts","Silhouette","29.99",10,"General","2025-09-08T08:05:28.238Z","2025-09-08T08:05:28.238Z","http://images.amazon.com/images/P/0373484887.01.LZZZZZZZ.jpg"
5023,"El Cuento De LA Isla Desconocida","Jose Saramago","Alfaguara/Santillana USA","29.99",10,"General","2025-09-08T08:05:28.241Z","2025-09-08T08:05:28.241Z","http://images.amazon.com/images/P/8466304592.01.LZZZZZZZ.jpg"
5024,"Midnight In the Garden of Good and Evil","John Berendt","Vintage Books","29.99",10,"General","2025-09-08T08:05:28.243Z","2025-09-08T08:05:28.243Z","http://images.amazon.com/images/P/0099521016.01.LZZZZZZZ.jpg"
5025,"The Whitby Witches (Whitby Series)","Robin Jarvis","Hodder Wayland","29.99",10,"General","2025-09-08T08:05:28.246Z","2025-09-08T08:05:28.246Z","http://images.amazon.com/images/P/0750005815.01.LZZZZZZZ.jpg"
5026,"A Warlock in Whitby (Whitby Series)","Robin Jarvis","Hodder Wayland","29.99",10,"General","2025-09-08T08:05:28.248Z","2025-09-08T08:05:28.248Z","http://images.amazon.com/images/P/075001203X.01.LZZZZZZZ.jpg"
5027,"Animals of Farthing Wood","DANN Colin","Pan Macmillan","29.99",10,"General","2025-09-08T08:05:28.250Z","2025-09-08T08:05:28.250Z","http://images.amazon.com/images/P/0330261878.01.LZZZZZZZ.jpg"
5028,"Gobbolino the Witch's Cat (Young Puffin Books)","Williams","Puffin Books","29.99",10,"General","2025-09-08T08:05:28.253Z","2025-09-08T08:05:28.253Z","http://images.amazon.com/images/P/0140302395.01.LZZZZZZZ.jpg"
5029,"Last Chance Saloon","Marian Keyes","Perennial","29.99",10,"General","2025-09-08T08:05:28.255Z","2025-09-08T08:05:28.255Z","http://images.amazon.com/images/P/0060086246.01.LZZZZZZZ.jpg"
5030,"The Quiet Game","Greg Iles","Signet Book","29.99",10,"General","2025-09-08T08:05:28.257Z","2025-09-08T08:05:28.257Z","http://images.amazon.com/images/P/0451180429.01.LZZZZZZZ.jpg"
5031,"Milkrun","Sarah Mlynowski","Harlequin","29.99",10,"General","2025-09-08T08:05:28.259Z","2025-09-08T08:05:28.259Z","http://images.amazon.com/images/P/0373250126.01.LZZZZZZZ.jpg"
5032,"The Other Man: A Love Story","Michael Bergin","Regan Books","29.99",10,"General","2025-09-08T08:05:28.262Z","2025-09-08T08:05:28.262Z","http://images.amazon.com/images/P/0060723890.01.LZZZZZZZ.jpg"
5033,"Loose Screws (Red Dress Ink (Paperback))","Karen Templeton","Red Dress Ink","29.99",10,"General","2025-09-08T08:05:28.264Z","2025-09-08T08:05:28.264Z","http://images.amazon.com/images/P/0373250193.01.LZZZZZZZ.jpg"
5034,"Life a la Mode","Linda Lenhoff","STRAPLESS","29.99",10,"General","2025-09-08T08:05:28.266Z","2025-09-08T08:05:28.266Z","http://images.amazon.com/images/P/0758204930.01.LZZZZZZZ.jpg"
5035,"Must Love Dogs","Claire Cook","Onyx Books","29.99",10,"General","2025-09-08T08:05:28.269Z","2025-09-08T08:05:28.269Z","http://images.amazon.com/images/P/0451410947.01.LZZZZZZZ.jpg"
5036,"The Devil Wears Prada : A Novel","LAUREN WEISBERGER","Doubleday","29.99",10,"General","2025-09-08T08:05:28.271Z","2025-09-08T08:05:28.271Z","http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg"
5037,"Men, Women and Relationships","John Gray","HarperCollins Publishers","29.99",10,"General","2025-09-08T08:05:28.273Z","2025-09-08T08:05:28.273Z","http://images.amazon.com/images/P/0061010707.01.LZZZZZZZ.jpg"
5038,"Affenliebe. Die Geschichte eines langen Entzugs.","Silvana Klein","Kiepenheuer &amp; Witsch","29.99",10,"General","2025-09-08T08:05:28.276Z","2025-09-08T08:05:28.276Z","http://images.amazon.com/images/P/3462031112.01.LZZZZZZZ.jpg"
5039,"Der Mann, der seine Frau mit einem Hut verwechselte. ( sachbuch).","Oliver Sacks","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.278Z","2025-09-08T08:05:28.278Z","http://images.amazon.com/images/P/3499187809.01.LZZZZZZZ.jpg"
5040,"Das Leiden anderer betrachten.","Susan Sontag","Hanser","29.99",10,"General","2025-09-08T08:05:28.280Z","2025-09-08T08:05:28.280Z","http://images.amazon.com/images/P/3446203966.01.LZZZZZZZ.jpg"
5041,"Katalog von Allem. 1111 Nummern aus 31 Jahren.","Peter K. Wehrli","Btb Bei Goldmann","29.99",10,"General","2025-09-08T08:05:28.283Z","2025-09-08T08:05:28.283Z","http://images.amazon.com/images/P/3442727367.01.LZZZZZZZ.jpg"
5042,"Cramer: Erzählung","Fritz Krenn","Deuticke","29.99",10,"General","2025-09-08T08:05:28.285Z","2025-09-08T08:05:28.285Z","http://images.amazon.com/images/P/3216303217.01.LZZZZZZZ.jpg"
5043,"Denn sie betr�?¼gt man nicht.","Elizabeth George","Goldmann","29.99",10,"General","2025-09-08T08:05:28.288Z","2025-09-08T08:05:28.288Z","http://images.amazon.com/images/P/3442444020.01.LZZZZZZZ.jpg"
5044,"Endstation Venedig. Commissario Brunettis zweiter Fall.","Donna Leon","Diogenes Verlag","29.99",10,"General","2025-09-08T08:05:28.290Z","2025-09-08T08:05:28.290Z","http://images.amazon.com/images/P/3257229364.01.LZZZZZZZ.jpg"
5045,"Minusgrade - Auf der Suche nach dem absoluten Nullpunkt. Eine Chronik der K�?¤lte.","Tom Shachtman","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.292Z","2025-09-08T08:05:28.292Z","http://images.amazon.com/images/P/349961118X.01.LZZZZZZZ.jpg"
5046,"W�?¼stenblume.","Waris Dirie","Schneekluth","29.99",10,"General","2025-09-08T08:05:28.295Z","2025-09-08T08:05:28.295Z","http://images.amazon.com/images/P/3795116074.01.LZZZZZZZ.jpg"
5047,"Lobrede auf das fehlende Teil.","Antoine Bello","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.298Z","2025-09-08T08:05:28.298Z","http://images.amazon.com/images/P/3499232103.01.LZZZZZZZ.jpg"
5048,"Blackberry Wine","Joanne Harris","Black Swan","29.99",10,"General","2025-09-08T08:05:28.301Z","2025-09-08T08:05:28.301Z","http://images.amazon.com/images/P/0552998001.01.LZZZZZZZ.jpg"
5049,"Gammler, Zen und Hohe Berge.","Jack Kerouac","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.303Z","2025-09-08T08:05:28.303Z","http://images.amazon.com/images/P/3499114178.01.LZZZZZZZ.jpg"
5050,"Die Schandmaske.","Minette Walters","Goldmann","29.99",10,"General","2025-09-08T08:05:28.306Z","2025-09-08T08:05:28.306Z","http://images.amazon.com/images/P/3442439736.01.LZZZZZZZ.jpg"
5051,"Die eiserne Kaiserin. Ein Richter- Di- Roman.","Eleanor Cooney","Goldmann","29.99",10,"General","2025-09-08T08:05:28.308Z","2025-09-08T08:05:28.308Z","http://images.amazon.com/images/P/3442350484.01.LZZZZZZZ.jpg"
5052,"On the Street Where You Live","Mary Higgins Clark","Pocket","29.99",10,"General","2025-09-08T08:05:28.310Z","2025-09-08T08:05:28.310Z","http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg"
5053,"Rosa: Roman","Heike Geissler","Deutsche Verlags-Anstalt","29.99",10,"General","2025-09-08T08:05:28.313Z","2025-09-08T08:05:28.313Z","http://images.amazon.com/images/P/3421056056.01.LZZZZZZZ.jpg"
5054,"Der Buchtrinker.","Klaas Huizing","btb","29.99",10,"General","2025-09-08T08:05:28.315Z","2025-09-08T08:05:28.315Z","http://images.amazon.com/images/P/3442720141.01.LZZZZZZZ.jpg"
5055,"Der Hahn ist tot. Roman.","Ingrid Noll","Diogenes Verlag","29.99",10,"General","2025-09-08T08:05:28.317Z","2025-09-08T08:05:28.317Z","http://images.amazon.com/images/P/325722575X.01.LZZZZZZZ.jpg"
5056,"Lauf, Jane, lauf. Roman.","Joy Fielding","Goldmann","29.99",10,"General","2025-09-08T08:05:28.324Z","2025-09-08T08:05:28.324Z","http://images.amazon.com/images/P/3442413338.01.LZZZZZZZ.jpg"
5057,"Karussell des Lebens. Roman.","Rosamunde Pilcher","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.326Z","2025-09-08T08:05:28.326Z","http://images.amazon.com/images/P/3499129728.01.LZZZZZZZ.jpg"
5058,"Die Tote Ohne Namen","Patricia Cornwell","Goldmann Verlag","29.99",10,"General","2025-09-08T08:05:28.329Z","2025-09-08T08:05:28.329Z","http://images.amazon.com/images/P/3442435366.01.LZZZZZZZ.jpg"
5059,"Ein Fall f�?¼r Kay Scarpetta.","Patricia Cornwell","Goldmann","29.99",10,"General","2025-09-08T08:05:28.331Z","2025-09-08T08:05:28.331Z","http://images.amazon.com/images/P/3442441382.01.LZZZZZZZ.jpg"
5060,"Ein Blick zur�?¼ck, ein Schritt nach vorn.","Gregor Gysi","Rowohlt Tb.","29.99",10,"General","2025-09-08T08:05:28.333Z","2025-09-08T08:05:28.333Z","http://images.amazon.com/images/P/3499613638.01.LZZZZZZZ.jpg"
5061,"Stadtgeschichten Band 1","Armistead Maupin","Rowholt Verlag Gmbh","29.99",10,"General","2025-09-08T08:05:28.336Z","2025-09-08T08:05:28.336Z","http://images.amazon.com/images/P/3499134411.01.LZZZZZZZ.jpg"
5062,"Gibt's ein Baby, das nicht schreit? Roman.","Celia Fremlin","Diogenes Verlag","29.99",10,"General","2025-09-08T08:05:28.338Z","2025-09-08T08:05:28.338Z","http://images.amazon.com/images/P/3257224303.01.LZZZZZZZ.jpg"
5063,"Fever Pitch. Ballfieber - Die Geschichte eines Fans.","Nick Hornby","Kiepenheuer &amp; Witsch","29.99",10,"General","2025-09-08T08:05:28.340Z","2025-09-08T08:05:28.340Z","http://images.amazon.com/images/P/3462025864.01.LZZZZZZZ.jpg"
5064,"Taxi Driver Wisdom","Risa Mickenberg","Chronicle Books","29.99",10,"General","2025-09-08T08:05:28.343Z","2025-09-08T08:05:28.343Z","http://images.amazon.com/images/P/0811811654.01.LZZZZZZZ.jpg"
5065,"Fortune's Hand","Belva Plain","Dell Publishing Company","29.99",10,"General","2025-09-08T08:05:28.345Z","2025-09-08T08:05:28.345Z","http://images.amazon.com/images/P/0440226414.01.LZZZZZZZ.jpg"
5066,"David and Della: A Novel","Paul Zindel","HarperCollins Publishers","29.99",10,"General","2025-09-08T08:05:28.348Z","2025-09-08T08:05:28.348Z","http://images.amazon.com/images/P/0060233532.01.LZZZZZZZ.jpg"
5067,"Prodigal Summer: A Novel","Barbara Kingsolver","Perennial","29.99",10,"General","2025-09-08T08:05:28.351Z","2025-09-08T08:05:28.351Z","http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg"
5068,"Rubyfruit Jungle","Rita Mae Brown","Bantam Books","29.99",10,"General","2025-09-08T08:05:28.353Z","2025-09-08T08:05:28.353Z","http://images.amazon.com/images/P/055327886X.01.LZZZZZZZ.jpg"
5069,"M Is for Malice (Kinsey Millhone Mysteries (Hardcover))","Sue Grafton","Henry Holt &amp; Company","29.99",10,"General","2025-09-08T08:05:28.356Z","2025-09-08T08:05:28.356Z","http://images.amazon.com/images/P/0805036377.01.LZZZZZZZ.jpg"
5070,"Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover))","Faye Kellerman","William Morrow &amp; Company","29.99",10,"General","2025-09-08T08:05:28.358Z","2025-09-08T08:05:28.358Z","http://images.amazon.com/images/P/0688156134.01.LZZZZZZZ.jpg"
5071,"Pictures of a Childhood: Sixty-Six Watercolors and an Essay","Alice Millers","Farrar Straus &amp; Giroux","29.99",10,"General","2025-09-08T08:05:28.360Z","2025-09-08T08:05:28.360Z","http://images.amazon.com/images/P/0374232415.01.LZZZZZZZ.jpg"
5072,"Bridget Jones's Diary","Helen Fielding","Penguin Books","29.99",10,"General","2025-09-08T08:05:28.363Z","2025-09-08T08:05:28.363Z","http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg"
5073,"Gifts of the Spirit : Living the Wisdom of the Great Religious Traditions","Philip Zaleski","HarperSanFrancisco","29.99",10,"General","2025-09-08T08:05:28.365Z","2025-09-08T08:05:28.365Z","http://images.amazon.com/images/P/0060697024.01.LZZZZZZZ.jpg"
5074,"Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia","Dennis Covington","Penguin Books","29.99",10,"General","2025-09-08T08:05:28.367Z","2025-09-08T08:05:28.367Z","http://images.amazon.com/images/P/0140254587.01.LZZZZZZZ.jpg"
5075,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Erik Larson","Vintage Books USA","29.99",10,"General","2025-09-08T08:05:28.370Z","2025-09-08T08:05:28.370Z","http://images.amazon.com/images/P/0375708278.01.LZZZZZZZ.jpg"
5076,"Enten f�?¼ttern.","Guido Eckert","Goldmann","29.99",10,"General","2025-09-08T08:05:28.372Z","2025-09-08T08:05:28.372Z","http://images.amazon.com/images/P/3442541034.01.LZZZZZZZ.jpg"
5077,"Blindfold","Siri Hustvedt","Trafalgar Square","29.99",10,"General","2025-09-08T08:05:28.374Z","2025-09-08T08:05:28.374Z","http://images.amazon.com/images/P/0340581239.01.LZZZZZZZ.jpg"
5078,"Death in Paradise","Robert B. Parker","Berkley Publishing Group","29.99",10,"General","2025-09-08T08:05:28.378Z","2025-09-08T08:05:28.378Z","http://images.amazon.com/images/P/0425187063.01.LZZZZZZZ.jpg"
5079,"Maybe the moon","Armistead Maupin","UGE 10/18","29.99",10,"General","2025-09-08T08:05:28.380Z","2025-09-08T08:05:28.380Z","http://images.amazon.com/images/P/2264032200.01.LZZZZZZZ.jpg"
5080,"Les Enfants du marais","Georges Montforez","Gallimard","29.99",10,"General","2025-09-08T08:05:28.382Z","2025-09-08T08:05:28.382Z","http://images.amazon.com/images/P/2070407675.01.LZZZZZZZ.jpg"
5081,"Une si longue nuit","Mary Higgins Clark","LGF","29.99",10,"General","2025-09-08T08:05:28.385Z","2025-09-08T08:05:28.385Z","http://images.amazon.com/images/P/2253171395.01.LZZZZZZZ.jpg"
5082,"Le Petit Prince","Antoine de Saint-Exupéry","Gallimard","29.99",10,"General","2025-09-08T08:05:28.387Z","2025-09-08T08:05:28.387Z","http://images.amazon.com/images/P/2070408507.01.LZZZZZZZ.jpg"
5083,"Ne pleure pas ma belle","Mary Higgins Clark","LGF","29.99",10,"General","2025-09-08T08:05:28.389Z","2025-09-08T08:05:28.389Z","http://images.amazon.com/images/P/2253054747.01.LZZZZZZZ.jpg"
5084,"Resurrection Club","Christopher Wallace","Harpercollins Uk","29.99",10,"General","2025-09-08T08:05:28.392Z","2025-09-08T08:05:28.392Z","http://images.amazon.com/images/P/0002258579.01.LZZZZZZZ.jpg"
5085,"Queen of Angels","Greg Bear","Warner Books","29.99",10,"General","2025-09-08T08:05:28.394Z","2025-09-08T08:05:28.394Z","http://images.amazon.com/images/P/0446361305.01.LZZZZZZZ.jpg"
5086,"Ernst Luwig Kirchner: Mountain Life: The Early Years in Davos 1917-1926","Ernst Ludwig Kirchner","Hatje Cantz Publishers","29.99",10,"General","2025-09-08T08:05:28.396Z","2025-09-08T08:05:28.396Z","http://images.amazon.com/images/P/3775713328.01.LZZZZZZZ.jpg"
5087,"Four Major Plays: A Doll House, the Wild Duck, Hedda Gabler, the Master Builder (Signet Classics (Paperback))","Henrik Ibsen","Signet Book","29.99",10,"General","2025-09-08T08:05:28.399Z","2025-09-08T08:05:28.399Z","http://images.amazon.com/images/P/0451524063.01.LZZZZZZZ.jpg"
5088,"Sing Me Home","Jerri Corgiat","Onyx Books","29.99",10,"General","2025-09-08T08:05:28.401Z","2025-09-08T08:05:28.401Z","http://images.amazon.com/images/P/0451411285.01.LZZZZZZZ.jpg"
5089,"Heaven Lake : A Novel","John Dalton","Scribner","29.99",10,"General","2025-09-08T08:05:28.403Z","2025-09-08T08:05:28.403Z","http://images.amazon.com/images/P/0743246349.01.LZZZZZZZ.jpg"
5090,"I Am Legend","Richard Matheson","Orb Books","29.99",10,"General","2025-09-08T08:05:28.406Z","2025-09-08T08:05:28.406Z","http://images.amazon.com/images/P/031286504X.01.LZZZZZZZ.jpg"
5091,"Searching for Virginia Dare: A Fool's Errand","Marjorie Hudson","Coastal Carolina Press","29.99",10,"General","2025-09-08T08:05:28.408Z","2025-09-08T08:05:28.408Z","http://images.amazon.com/images/P/1928556396.01.LZZZZZZZ.jpg"
5092,"Spite, Malice and Revenge: The Complete Guide to Getting Even (3 Diabolical Volumes in 1)","M. Nelson Chunder","Bell Pub. Co.","29.99",10,"General","2025-09-08T08:05:28.410Z","2025-09-08T08:05:28.410Z","http://images.amazon.com/images/P/0517676044.01.LZZZZZZZ.jpg"
